InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice
INV01482,76390,Jus Alpukat,3,02/15/2025 00:00,10.0
INV01482,48628,Es Teh,3,02/15/2025 00:00,5.0
INV01482,98666,Bakso,3,02/15/2025 00:00,18.0
INV01482,27365,Mie Ayam,3,02/15/2025 00:00,15.0
INV01483,62021,Bakso,2,02/28/2025 00:00,18.0
INV01483,12430,Soto Ayam,3,02/28/2025 00:00,20.0
INV01483,90660,Ayam Geprek,2,02/28/2025 00:00,22.0
INV01483,14234,Es Teh,2,02/28/2025 00:00,5.0
INV01483,54189,Sate Ayam,1,02/28/2025 00:00,25.0
INV01484,51901,Mie Ayam,2,03/06/2025 00:00,15.0
INV01484,69128,Es Teh,2,03/06/2025 00:00,5.0
INV01485,42926,Bakso,1,03/07/2025 00:00,18.0
INV01485,23032,Sate Ayam,1,03/07/2025 00:00,25.0
INV01485,51789,Kopi Susu,2,03/07/2025 00:00,12.0
INV01485,37339,Soto Ayam,3,03/07/2025 00:00,20.0
INV01486,46888,Es Teh,3,03/04/2025 00:00,5.0
INV01486,67285,Jus Alpukat,2,03/04/2025 00:00,10.0
INV01486,88993,Ayam Geprek,2,03/04/2025 00:00,22.0
INV01486,17808,Mie Ayam,2,03/04/2025 00:00,15.0
INV01486,15488,Kopi Susu,1,03/04/2025 00:00,12.0
INV01487,43665,Kopi Susu,1,02/07/2025 00:00,12.0
INV01487,47740,Es Teh,1,02/07/2025 00:00,5.0
INV01487,53197,Nasi Goreng,2,02/07/2025 00:00,20.0
INV01488,10245,Bakso,3,02/19/2025 00:00,18.0
INV01488,96046,Es Teh,1,02/19/2025 00:00,5.0
INV01488,29798,Ayam Geprek,3,02/19/2025 00:00,22.0
INV01488,73923,Sate Ayam,2,02/19/2025 00:00,25.0
INV01488,84968,Jus Alpukat,1,02/19/2025 00:00,10.0
INV01489,45175,Ayam Geprek,3,02/25/2025 00:00,22.0
INV01489,70755,Nasi Goreng,3,02/25/2025 00:00,20.0
INV01490,81400,Jus Alpukat,1,03/31/2025 00:00,10.0
INV01491,19718,Ayam Geprek,1,02/10/2025 00:00,22.0
INV01491,78015,Rendang,3,02/10/2025 00:00,30.0
INV01491,18245,Mie Ayam,1,02/10/2025 00:00,15.0
INV01491,32005,Es Teh,2,02/10/2025 00:00,5.0
INV01491,90691,Nasi Goreng,1,02/10/2025 00:00,20.0
INV01492,29857,Jus Alpukat,2,03/29/2025 00:00,10.0
INV01493,25327,Kopi Susu,3,02/23/2025 00:00,12.0
INV01494,61390,Soto Ayam,2,03/29/2025 00:00,20.0
INV01494,19018,Jus Alpukat,2,03/29/2025 00:00,10.0
INV01494,37322,Ayam Geprek,1,03/29/2025 00:00,22.0
INV01495,54821,Mie Ayam,1,03/27/2025 00:00,15.0
INV01495,65374,Nasi Goreng,2,03/27/2025 00:00,20.0
INV01495,92215,Rendang,2,03/27/2025 00:00,30.0
INV01495,94811,Soto Ayam,1,03/27/2025 00:00,20.0
INV01496,51376,Kopi Susu,1,03/13/2025 00:00,12.0
INV01496,52980,Rendang,2,03/13/2025 00:00,30.0
INV01496,65186,Jus Alpukat,1,03/13/2025 00:00,10.0
INV01497,41652,Jus Alpukat,1,02/03/2025 00:00,10.0
INV01497,56491,Bakso,3,02/03/2025 00:00,18.0
INV01497,38273,Sate Ayam,3,02/03/2025 00:00,25.0
INV01497,75599,Soto Ayam,3,02/03/2025 00:00,20.0
INV01498,59485,Ayam Geprek,2,03/06/2025 00:00,22.0
INV01499,28181,Bakso,3,02/17/2025 00:00,18.0
INV01499,79099,Rendang,2,02/17/2025 00:00,30.0
INV01499,61977,Ayam Geprek,1,02/17/2025 00:00,22.0
INV01499,43078,Es Teh,2,02/17/2025 00:00,5.0
INV01499,40729,Jus Alpukat,3,02/17/2025 00:00,10.0
INV01500,41148,Nasi Goreng,3,02/13/2025 00:00,20.0
INV01500,83807,Kopi Susu,3,02/13/2025 00:00,12.0
INV01501,20002,Es Teh,2,03/21/2025 00:00,5.0
INV01501,25139,Rendang,3,03/21/2025 00:00,30.0
INV01501,89413,Jus Alpukat,3,03/21/2025 00:00,10.0
INV01501,90377,Kopi Susu,3,03/21/2025 00:00,12.0
INV01502,96964,Soto Ayam,3,02/18/2025 00:00,20.0
INV01502,58712,Mie Ayam,2,02/18/2025 00:00,15.0
INV01503,36005,Ayam Geprek,2,03/07/2025 00:00,22.0
INV01503,63267,Nasi Goreng,2,03/07/2025 00:00,20.0
INV01504,40311,Rendang,1,02/11/2025 00:00,30.0
INV01504,97060,Nasi Goreng,2,02/11/2025 00:00,20.0
INV01505,86806,Bakso,1,02/02/2025 00:00,18.0
INV01505,19289,Nasi Goreng,3,02/02/2025 00:00,20.0
INV01506,66361,Ayam Geprek,3,02/28/2025 00:00,22.0
INV01507,87098,Kopi Susu,1,02/17/2025 00:00,12.0
INV01507,34131,Sate Ayam,1,02/17/2025 00:00,25.0
INV01507,84958,Jus Alpukat,2,02/17/2025 00:00,10.0
INV01507,40426,Rendang,1,02/17/2025 00:00,30.0
INV01508,98624,Mie Ayam,3,02/09/2025 00:00,15.0
INV01509,53100,Ayam Geprek,2,02/12/2025 00:00,22.0
INV01509,72223,Jus Alpukat,1,02/12/2025 00:00,10.0
INV01510,12959,Kopi Susu,3,03/10/2025 00:00,12.0
INV01511,95880,Sate Ayam,3,02/24/2025 00:00,25.0
INV01511,86009,Rendang,2,02/24/2025 00:00,30.0
INV01512,79540,Rendang,1,02/28/2025 00:00,30.0
INV01512,10703,Es Teh,2,02/28/2025 00:00,5.0
INV01512,59082,Bakso,3,02/28/2025 00:00,18.0
INV01512,58693,Nasi Goreng,1,02/28/2025 00:00,20.0
INV01512,89407,Kopi Susu,1,02/28/2025 00:00,12.0
INV01513,38668,Mie Ayam,3,03/22/2025 00:00,15.0
INV01514,98748,Rendang,3,02/15/2025 00:00,30.0
INV01514,60548,Nasi Goreng,1,02/15/2025 00:00,20.0
INV01514,27397,Kopi Susu,2,02/15/2025 00:00,12.0
INV01514,52981,Es Teh,2,02/15/2025 00:00,5.0
INV01515,96156,Ayam Geprek,3,03/10/2025 00:00,22.0
INV01515,31248,Jus Alpukat,2,03/10/2025 00:00,10.0
INV01515,87595,Es Teh,3,03/10/2025 00:00,5.0
INV01516,58893,Ayam Geprek,1,02/21/2025 00:00,22.0
INV01516,24715,Bakso,2,02/21/2025 00:00,18.0
INV01517,39622,Es Teh,1,03/30/2025 00:00,5.0
INV01517,70331,Nasi Goreng,1,03/30/2025 00:00,20.0
INV01517,69894,Sate Ayam,1,03/30/2025 00:00,25.0
INV01518,85719,Mie Ayam,3,03/14/2025 00:00,15.0
INV01518,98645,Soto Ayam,2,03/14/2025 00:00,20.0
INV01518,68660,Jus Alpukat,3,03/14/2025 00:00,10.0
INV01519,76521,Kopi Susu,3,02/19/2025 00:00,12.0
INV01519,22695,Sate Ayam,3,02/19/2025 00:00,25.0
INV01519,45108,Rendang,2,02/19/2025 00:00,30.0
INV01520,78576,Soto Ayam,3,03/31/2025 00:00,20.0
INV01520,73333,Bakso,3,03/31/2025 00:00,18.0
INV01520,92321,Nasi Goreng,2,03/31/2025 00:00,20.0
INV01521,76996,Sate Ayam,2,03/24/2025 00:00,25.0
INV01521,44273,Soto Ayam,3,03/24/2025 00:00,20.0
INV01521,58850,Jus Alpukat,1,03/24/2025 00:00,10.0
INV01521,68982,Nasi Goreng,1,03/24/2025 00:00,20.0
INV01522,88070,Soto Ayam,2,02/23/2025 00:00,20.0
INV01522,87152,Kopi Susu,1,02/23/2025 00:00,12.0
INV01522,68474,Es Teh,1,02/23/2025 00:00,5.0
INV01522,78089,Mie Ayam,1,02/23/2025 00:00,15.0
INV01522,44026,Bakso,3,02/23/2025 00:00,18.0
INV01523,98773,Sate Ayam,2,03/05/2025 00:00,25.0
INV01523,21256,Mie Ayam,2,03/05/2025 00:00,15.0
INV01523,20165,Kopi Susu,2,03/05/2025 00:00,12.0
INV01524,73861,Soto Ayam,3,03/31/2025 00:00,20.0
INV01524,34662,Kopi Susu,1,03/31/2025 00:00,12.0
INV01524,54045,Ayam Geprek,3,03/31/2025 00:00,22.0
INV01524,27963,Mie Ayam,3,03/31/2025 00:00,15.0
INV01524,78901,Nasi Goreng,1,03/31/2025 00:00,20.0
INV01525,54899,Mie Ayam,2,02/08/2025 00:00,15.0
INV01525,82876,Rendang,1,02/08/2025 00:00,30.0
INV01525,81296,Jus Alpukat,3,02/08/2025 00:00,10.0
INV01525,58742,Sate Ayam,3,02/08/2025 00:00,25.0
INV01526,14902,Es Teh,3,02/22/2025 00:00,5.0
INV01526,16273,Kopi Susu,3,02/22/2025 00:00,12.0
INV01526,90138,Sate Ayam,1,02/22/2025 00:00,25.0
INV01526,21088,Nasi Goreng,3,02/22/2025 00:00,20.0
INV01527,79743,Ayam Geprek,2,03/05/2025 00:00,22.0
INV01528,10472,Es Teh,2,03/01/2025 00:00,5.0
INV01528,79146,Bakso,1,03/01/2025 00:00,18.0
INV01528,74509,Rendang,2,03/01/2025 00:00,30.0
INV01529,19763,Jus Alpukat,3,02/23/2025 00:00,10.0
INV01530,45341,Soto Ayam,1,02/21/2025 00:00,20.0
INV01530,47223,Kopi Susu,3,02/21/2025 00:00,12.0
INV01531,53925,Es Teh,3,02/15/2025 00:00,5.0
INV01531,94239,Sate Ayam,1,02/15/2025 00:00,25.0
INV01532,53223,Kopi Susu,3,03/14/2025 00:00,12.0
INV01532,52697,Nasi Goreng,1,03/14/2025 00:00,20.0
INV01533,15459,Ayam Geprek,1,02/09/2025 00:00,22.0
INV01533,60930,Kopi Susu,3,02/09/2025 00:00,12.0
INV01533,82968,Rendang,1,02/09/2025 00:00,30.0
INV01534,41516,Nasi Goreng,2,03/18/2025 00:00,20.0
INV01534,24209,Jus Alpukat,2,03/18/2025 00:00,10.0
INV01535,19882,Es Teh,3,03/15/2025 00:00,5.0
INV01535,29859,Jus Alpukat,1,03/15/2025 00:00,10.0
INV01535,16421,Sate Ayam,2,03/15/2025 00:00,25.0
INV01536,47183,Kopi Susu,1,03/01/2025 00:00,12.0
INV01537,70652,Rendang,3,02/27/2025 00:00,30.0
INV01537,85719,Jus Alpukat,2,02/27/2025 00:00,10.0
INV01537,61892,Es Teh,1,02/27/2025 00:00,5.0
INV01537,44029,Soto Ayam,1,02/27/2025 00:00,20.0
INV01537,76066,Ayam Geprek,3,02/27/2025 00:00,22.0
INV01538,15976,Mie Ayam,1,03/01/2025 00:00,15.0
INV01538,45044,Rendang,3,03/01/2025 00:00,30.0
INV01539,54506,Bakso,2,03/10/2025 00:00,18.0
INV01539,69598,Kopi Susu,3,03/10/2025 00:00,12.0
INV01539,56661,Jus Alpukat,1,03/10/2025 00:00,10.0
INV01539,49803,Es Teh,2,03/10/2025 00:00,5.0
INV01540,47545,Kopi Susu,3,02/09/2025 00:00,12.0
INV01540,87773,Sate Ayam,2,02/09/2025 00:00,25.0
INV01540,79619,Jus Alpukat,2,02/09/2025 00:00,10.0
INV01541,91140,Mie Ayam,1,02/25/2025 00:00,15.0
INV01541,40714,Jus Alpukat,3,02/25/2025 00:00,10.0
INV01542,23175,Ayam Geprek,3,02/28/2025 00:00,22.0
INV01542,92802,Es Teh,1,02/28/2025 00:00,5.0
INV01542,50677,Soto Ayam,3,02/28/2025 00:00,20.0
INV01543,27418,Nasi Goreng,3,03/13/2025 00:00,20.0
INV01543,46822,Sate Ayam,3,03/13/2025 00:00,25.0
INV01543,43088,Soto Ayam,1,03/13/2025 00:00,20.0
INV01544,52542,Rendang,3,02/15/2025 00:00,30.0
INV01544,64616,Mie Ayam,2,02/15/2025 00:00,15.0
INV01544,29978,Bakso,3,02/15/2025 00:00,18.0
INV01545,43173,Mie Ayam,2,02/27/2025 00:00,15.0
INV01545,76271,Es Teh,1,02/27/2025 00:00,5.0
INV01545,55172,Kopi Susu,1,02/27/2025 00:00,12.0
INV01546,25099,Mie Ayam,3,02/04/2025 00:00,15.0
INV01546,15799,Rendang,1,02/04/2025 00:00,30.0
INV01546,43212,Bakso,2,02/04/2025 00:00,18.0
INV01546,69680,Soto Ayam,3,02/04/2025 00:00,20.0
INV01547,35685,Bakso,2,03/02/2025 00:00,18.0
INV01547,28515,Soto Ayam,1,03/02/2025 00:00,20.0
INV01547,48047,Jus Alpukat,1,03/02/2025 00:00,10.0
INV01548,66607,Soto Ayam,1,03/14/2025 00:00,20.0
INV01548,97007,Sate Ayam,3,03/14/2025 00:00,25.0
INV01548,98936,Mie Ayam,2,03/14/2025 00:00,15.0
INV01548,41473,Es Teh,2,03/14/2025 00:00,5.0
INV01548,18926,Jus Alpukat,3,03/14/2025 00:00,10.0
INV01549,95660,Es Teh,3,03/28/2025 00:00,5.0
INV01549,41845,Bakso,3,03/28/2025 00:00,18.0
INV01549,75101,Ayam Geprek,2,03/28/2025 00:00,22.0
INV01550,65167,Ayam Geprek,3,02/03/2025 00:00,22.0
INV01550,66279,Bakso,2,02/03/2025 00:00,18.0
INV01551,72314,Mie Ayam,1,03/07/2025 00:00,15.0
INV01551,30863,Rendang,3,03/07/2025 00:00,30.0
INV01551,11588,Bakso,1,03/07/2025 00:00,18.0
INV01551,27094,Jus Alpukat,1,03/07/2025 00:00,10.0
INV01552,44644,Mie Ayam,3,02/05/2025 00:00,15.0
INV01553,84002,Soto Ayam,2,03/22/2025 00:00,20.0
INV01553,69707,Ayam Geprek,2,03/22/2025 00:00,22.0
INV01553,57861,Rendang,1,03/22/2025 00:00,30.0
INV01553,61548,Bakso,1,03/22/2025 00:00,18.0
INV01553,70920,Es Teh,1,03/22/2025 00:00,5.0
INV01554,76785,Mie Ayam,1,03/16/2025 00:00,15.0
INV01554,15491,Jus Alpukat,2,03/16/2025 00:00,10.0
INV01554,93456,Bakso,1,03/16/2025 00:00,18.0
INV01554,89980,Es Teh,1,03/16/2025 00:00,5.0
INV01554,50360,Sate Ayam,1,03/16/2025 00:00,25.0
INV01555,15971,Nasi Goreng,3,03/01/2025 00:00,20.0
INV01555,92205,Kopi Susu,1,03/01/2025 00:00,12.0
INV01555,46379,Bakso,2,03/01/2025 00:00,18.0
INV01555,51669,Rendang,1,03/01/2025 00:00,30.0
INV01555,38812,Jus Alpukat,1,03/01/2025 00:00,10.0
INV01556,21480,Bakso,3,03/01/2025 00:00,18.0
INV01556,84961,Sate Ayam,3,03/01/2025 00:00,25.0
INV01557,62894,Es Teh,1,03/11/2025 00:00,5.0
INV01558,13937,Bakso,2,03/09/2025 00:00,18.0
INV01558,87397,Sate Ayam,1,03/09/2025 00:00,25.0
INV01558,84761,Kopi Susu,3,03/09/2025 00:00,12.0
INV01559,65155,Jus Alpukat,1,02/12/2025 00:00,10.0
INV01560,13581,Mie Ayam,2,02/15/2025 00:00,15.0
INV01560,33797,Bakso,3,02/15/2025 00:00,18.0
INV01561,83069,Soto Ayam,1,03/30/2025 00:00,20.0
INV01562,71445,Sate Ayam,1,03/09/2025 00:00,25.0
INV01562,97111,Kopi Susu,1,03/09/2025 00:00,12.0
INV01562,94650,Jus Alpukat,3,03/09/2025 00:00,10.0
INV01562,25834,Ayam Geprek,1,03/09/2025 00:00,22.0
INV01563,18371,Ayam Geprek,2,02/03/2025 00:00,22.0
INV01563,16166,Es Teh,3,02/03/2025 00:00,5.0
INV01563,85367,Rendang,3,02/03/2025 00:00,30.0
INV01563,98900,Bakso,1,02/03/2025 00:00,18.0
INV01564,44327,Sate Ayam,1,02/20/2025 00:00,25.0
INV01564,13438,Kopi Susu,3,02/20/2025 00:00,12.0
INV01565,70402,Rendang,1,03/31/2025 00:00,30.0
INV01565,59104,Sate Ayam,3,03/31/2025 00:00,25.0
INV01565,35316,Soto Ayam,3,03/31/2025 00:00,20.0
INV01565,97956,Ayam Geprek,1,03/31/2025 00:00,22.0
INV01565,13494,Kopi Susu,3,03/31/2025 00:00,12.0
INV01566,40152,Sate Ayam,2,02/09/2025 00:00,25.0
INV01567,64184,Jus Alpukat,2,02/22/2025 00:00,10.0
INV01568,99038,Soto Ayam,3,03/02/2025 00:00,20.0
INV01568,30270,Sate Ayam,1,03/02/2025 00:00,25.0
INV01569,74083,Soto Ayam,2,02/10/2025 00:00,20.0
INV01570,40703,Rendang,2,02/26/2025 00:00,30.0
INV01570,76753,Sate Ayam,3,02/26/2025 00:00,25.0
INV01570,85687,Mie Ayam,3,02/26/2025 00:00,15.0
INV01570,23913,Bakso,2,02/26/2025 00:00,18.0
INV01570,63725,Es Teh,3,02/26/2025 00:00,5.0
INV01571,36463,Sate Ayam,2,02/22/2025 00:00,25.0
INV01572,48979,Jus Alpukat,3,03/05/2025 00:00,10.0
INV01572,20759,Nasi Goreng,3,03/05/2025 00:00,20.0
INV01572,91298,Mie Ayam,3,03/05/2025 00:00,15.0
INV01573,37321,Kopi Susu,1,02/15/2025 00:00,12.0
INV01573,84507,Es Teh,3,02/15/2025 00:00,5.0
INV01573,19240,Soto Ayam,1,02/15/2025 00:00,20.0
INV01574,38869,Kopi Susu,3,02/05/2025 00:00,12.0
INV01574,48135,Ayam Geprek,2,02/05/2025 00:00,22.0
INV01575,57622,Jus Alpukat,3,03/02/2025 00:00,10.0
INV01575,67137,Nasi Goreng,2,03/02/2025 00:00,20.0
INV01575,29363,Bakso,3,03/02/2025 00:00,18.0
INV01575,52697,Ayam Geprek,3,03/02/2025 00:00,22.0
INV01576,90578,Bakso,1,02/19/2025 00:00,18.0
INV01577,95176,Ayam Geprek,1,03/11/2025 00:00,22.0
INV01577,72131,Kopi Susu,1,03/11/2025 00:00,12.0
INV01578,12919,Es Teh,2,02/26/2025 00:00,5.0
INV01578,87276,Bakso,3,02/26/2025 00:00,18.0
INV01578,20119,Rendang,2,02/26/2025 00:00,30.0
INV01578,42789,Soto Ayam,3,02/26/2025 00:00,20.0
INV01578,11551,Sate Ayam,3,02/26/2025 00:00,25.0
INV01579,18497,Es Teh,1,02/19/2025 00:00,5.0
INV01579,29916,Ayam Geprek,1,02/19/2025 00:00,22.0
INV01579,58577,Sate Ayam,2,02/19/2025 00:00,25.0
INV01579,58434,Nasi Goreng,3,02/19/2025 00:00,20.0
INV01579,36615,Soto Ayam,1,02/19/2025 00:00,20.0
INV01580,25263,Kopi Susu,2,02/02/2025 00:00,12.0
INV01580,16322,Ayam Geprek,1,02/02/2025 00:00,22.0
INV01580,25207,Rendang,2,02/02/2025 00:00,30.0
INV01581,83688,Jus Alpukat,3,02/22/2025 00:00,10.0
INV01581,15160,Sate Ayam,3,02/22/2025 00:00,25.0
INV01581,53410,Soto Ayam,1,02/22/2025 00:00,20.0
INV01581,99524,Nasi Goreng,1,02/22/2025 00:00,20.0
INV01582,44043,Bakso,1,02/27/2025 00:00,18.0
INV01582,84908,Soto Ayam,2,02/27/2025 00:00,20.0
INV01583,73008,Nasi Goreng,2,03/06/2025 00:00,20.0
INV01584,45831,Es Teh,1,03/16/2025 00:00,5.0
INV01584,58566,Jus Alpukat,1,03/16/2025 00:00,10.0
INV01585,44539,Bakso,1,02/12/2025 00:00,18.0
INV01586,82891,Kopi Susu,3,03/03/2025 00:00,12.0
INV01586,71982,Mie Ayam,1,03/03/2025 00:00,15.0
INV01586,13817,Rendang,1,03/03/2025 00:00,30.0
INV01587,37856,Kopi Susu,3,03/24/2025 00:00,12.0
INV01587,54674,Jus Alpukat,3,03/24/2025 00:00,10.0
INV01587,29018,Nasi Goreng,1,03/24/2025 00:00,20.0
INV01587,79121,Rendang,2,03/24/2025 00:00,30.0
INV01588,27232,Rendang,2,02/27/2025 00:00,30.0
INV01588,99597,Jus Alpukat,3,02/27/2025 00:00,10.0
INV01588,17610,Bakso,3,02/27/2025 00:00,18.0
INV01588,67193,Es Teh,2,02/27/2025 00:00,5.0
INV01589,46041,Mie Ayam,1,02/23/2025 00:00,15.0
INV01589,82161,Rendang,2,02/23/2025 00:00,30.0
INV01589,98869,Sate Ayam,1,02/23/2025 00:00,25.0
INV01589,44774,Jus Alpukat,2,02/23/2025 00:00,10.0
INV01590,98279,Nasi Goreng,1,02/11/2025 00:00,20.0
INV01590,26397,Sate Ayam,2,02/11/2025 00:00,25.0
INV01591,53720,Sate Ayam,2,03/23/2025 00:00,25.0
INV01591,80312,Soto Ayam,1,03/23/2025 00:00,20.0
INV01591,78944,Kopi Susu,1,03/23/2025 00:00,12.0
INV01591,95356,Mie Ayam,1,03/23/2025 00:00,15.0
INV01591,48451,Ayam Geprek,3,03/23/2025 00:00,22.0
INV01592,32936,Soto Ayam,2,03/17/2025 00:00,20.0
INV01592,76878,Nasi Goreng,1,03/17/2025 00:00,20.0
INV01592,40278,Rendang,3,03/17/2025 00:00,30.0
INV01592,43436,Bakso,2,03/17/2025 00:00,18.0
INV01592,51510,Sate Ayam,3,03/17/2025 00:00,25.0
INV01593,87051,Mie Ayam,2,03/31/2025 00:00,15.0
INV01594,47186,Rendang,3,02/07/2025 00:00,30.0
INV01595,76789,Soto Ayam,2,02/05/2025 00:00,20.0
INV01595,36994,Jus Alpukat,1,02/05/2025 00:00,10.0
INV01595,29524,Nasi Goreng,2,02/05/2025 00:00,20.0
INV01595,23575,Es Teh,3,02/05/2025 00:00,5.0
INV01595,75162,Bakso,3,02/05/2025 00:00,18.0
INV01596,55010,Es Teh,3,02/22/2025 00:00,5.0
INV01597,66283,Jus Alpukat,3,03/26/2025 00:00,10.0
INV01598,51104,Soto Ayam,3,03/09/2025 00:00,20.0
INV01598,50110,Mie Ayam,2,03/09/2025 00:00,15.0
INV01598,48596,Es Teh,2,03/09/2025 00:00,5.0
INV01598,81265,Sate Ayam,3,03/09/2025 00:00,25.0
INV01599,82716,Bakso,3,03/16/2025 00:00,18.0
INV01599,23206,Jus Alpukat,1,03/16/2025 00:00,10.0
INV01599,18696,Sate Ayam,2,03/16/2025 00:00,25.0
INV01599,52066,Nasi Goreng,1,03/16/2025 00:00,20.0
INV01599,34461,Rendang,1,03/16/2025 00:00,30.0
INV01600,10834,Ayam Geprek,1,02/04/2025 00:00,22.0
INV01600,21033,Sate Ayam,3,02/04/2025 00:00,25.0
INV01600,70390,Bakso,2,02/04/2025 00:00,18.0
INV01600,71256,Jus Alpukat,2,02/04/2025 00:00,10.0
INV01601,76764,Sate Ayam,2,03/08/2025 00:00,25.0
INV01601,23537,Nasi Goreng,3,03/08/2025 00:00,20.0
INV01601,72281,Soto Ayam,1,03/08/2025 00:00,20.0
INV01601,73456,Jus Alpukat,2,03/08/2025 00:00,10.0
INV01601,14322,Rendang,1,03/08/2025 00:00,30.0
INV01602,43545,Nasi Goreng,3,02/04/2025 00:00,20.0
INV01602,43563,Soto Ayam,2,02/04/2025 00:00,20.0
INV01602,69060,Es Teh,3,02/04/2025 00:00,5.0
INV01602,54200,Rendang,2,02/04/2025 00:00,30.0
INV01603,29148,Kopi Susu,3,03/20/2025 00:00,12.0
INV01603,32141,Nasi Goreng,2,03/20/2025 00:00,20.0
INV01603,57270,Rendang,3,03/20/2025 00:00,30.0
INV01603,77306,Es Teh,1,03/20/2025 00:00,5.0
INV01603,76888,Bakso,2,03/20/2025 00:00,18.0
INV01604,86000,Mie Ayam,2,02/26/2025 00:00,15.0
INV01605,65340,Es Teh,3,03/12/2025 00:00,5.0
INV01605,74804,Soto Ayam,2,03/12/2025 00:00,20.0
INV01606,26434,Rendang,1,02/21/2025 00:00,30.0
INV01607,99832,Bakso,1,03/22/2025 00:00,18.0
INV01608,34942,Jus Alpukat,1,03/16/2025 00:00,10.0
INV01609,76443,Nasi Goreng,3,02/25/2025 00:00,20.0
INV01610,17892,Ayam Geprek,2,02/01/2025 00:00,22.0
INV01610,81129,Es Teh,1,02/01/2025 00:00,5.0
INV01611,56626,Mie Ayam,1,02/06/2025 00:00,15.0
INV01612,75294,Ayam Geprek,1,03/28/2025 00:00,22.0
INV01612,63863,Jus Alpukat,3,03/28/2025 00:00,10.0
INV01612,95515,Bakso,3,03/28/2025 00:00,18.0
INV01612,19075,Nasi Goreng,3,03/28/2025 00:00,20.0
INV01612,54211,Soto Ayam,3,03/28/2025 00:00,20.0
INV01613,19505,Rendang,1,02/02/2025 00:00,30.0
INV01614,84251,Nasi Goreng,3,03/21/2025 00:00,20.0
INV01615,60724,Ayam Geprek,3,03/31/2025 00:00,22.0
INV01616,94443,Es Teh,3,02/01/2025 00:00,5.0
INV01616,42073,Ayam Geprek,2,02/01/2025 00:00,22.0
INV01616,72085,Nasi Goreng,3,02/01/2025 00:00,20.0
INV01616,67370,Sate Ayam,1,02/01/2025 00:00,25.0
INV01617,49945,Rendang,1,02/20/2025 00:00,30.0
INV01617,88956,Ayam Geprek,2,02/20/2025 00:00,22.0
INV01617,24343,Soto Ayam,3,02/20/2025 00:00,20.0
INV01618,71370,Kopi Susu,1,03/31/2025 00:00,12.0
INV01618,36028,Nasi Goreng,1,03/31/2025 00:00,20.0
INV01619,82591,Kopi Susu,2,03/03/2025 00:00,12.0
INV01619,83233,Sate Ayam,1,03/03/2025 00:00,25.0
INV01619,59334,Rendang,2,03/03/2025 00:00,30.0
INV01620,90099,Mie Ayam,3,02/17/2025 00:00,15.0
INV01620,44515,Rendang,2,02/17/2025 00:00,30.0
INV01620,77989,Soto Ayam,2,02/17/2025 00:00,20.0
INV01620,21075,Ayam Geprek,2,02/17/2025 00:00,22.0
INV01620,82274,Sate Ayam,3,02/17/2025 00:00,25.0
INV01621,17322,Jus Alpukat,3,03/06/2025 00:00,10.0
INV01621,19942,Soto Ayam,1,03/06/2025 00:00,20.0
INV01621,85223,Mie Ayam,1,03/06/2025 00:00,15.0
INV01622,30057,Ayam Geprek,1,03/14/2025 00:00,22.0
INV01622,40303,Soto Ayam,1,03/14/2025 00:00,20.0
INV01623,48805,Mie Ayam,3,02/08/2025 00:00,15.0
INV01623,84050,Jus Alpukat,1,02/08/2025 00:00,10.0
INV01623,35050,Nasi Goreng,2,02/08/2025 00:00,20.0
INV01623,96895,Bakso,2,02/08/2025 00:00,18.0
INV01624,84048,Sate Ayam,1,02/15/2025 00:00,25.0
INV01624,56501,Nasi Goreng,3,02/15/2025 00:00,20.0
INV01624,14847,Jus Alpukat,3,02/15/2025 00:00,10.0
INV01624,50546,Kopi Susu,2,02/15/2025 00:00,12.0
INV01624,14159,Soto Ayam,3,02/15/2025 00:00,20.0
INV01625,84343,Soto Ayam,1,02/21/2025 00:00,20.0
INV01625,68336,Ayam Geprek,2,02/21/2025 00:00,22.0
INV01625,83795,Rendang,2,02/21/2025 00:00,30.0
INV01626,66215,Nasi Goreng,1,02/08/2025 00:00,20.0
INV01626,48539,Bakso,2,02/08/2025 00:00,18.0
INV01626,57962,Sate Ayam,1,02/08/2025 00:00,25.0
INV01627,69481,Es Teh,2,03/02/2025 00:00,5.0
INV01627,68994,Ayam Geprek,3,03/02/2025 00:00,22.0
INV01628,95757,Rendang,1,03/22/2025 00:00,30.0
INV01629,62657,Bakso,1,02/15/2025 00:00,18.0
INV01629,35410,Soto Ayam,3,02/15/2025 00:00,20.0
INV01629,51464,Es Teh,1,02/15/2025 00:00,5.0
INV01630,91429,Soto Ayam,1,03/02/2025 00:00,20.0
INV01630,27758,Rendang,1,03/02/2025 00:00,30.0
INV01630,77409,Jus Alpukat,2,03/02/2025 00:00,10.0
INV01630,17454,Ayam Geprek,2,03/02/2025 00:00,22.0
INV01631,75408,Bakso,3,02/12/2025 00:00,18.0
INV01631,98071,Soto Ayam,3,02/12/2025 00:00,20.0
INV01631,37354,Mie Ayam,1,02/12/2025 00:00,15.0
INV01631,18956,Ayam Geprek,2,02/12/2025 00:00,22.0
INV01631,19284,Jus Alpukat,2,02/12/2025 00:00,10.0
INV01632,30657,Mie Ayam,3,02/17/2025 00:00,15.0
INV01632,11825,Es Teh,1,02/17/2025 00:00,5.0
